"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_2013","Covers_9403","0.0",,"Harry Potter: A Pop-Up Guide to Hogwarts","Harry S. Truman","Harry Potter: A Pop-Up Guide to Hogwarts","Harry S. Truman","0.25","0.0","Matthew Reinhart","Margaret Truman","Matthew Reinhart","Margaret Truman","0.13333333333333333","0.0"
"LinearCombinationMatchingRule","Amazon_16251","Covers_12350","0.48717948717948717",,"The Complete Yurt Handbook","The Coming Storm","The Complete Yurt Handbook","The Coming Storm","0.3846153846153846","0.3846153846153846","Paul King","Paul Russell","Paul King","Paul Russell","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","Amazon_3030","Covers_31517","0.1272727272727273",,"Under The Banner of Heaven","Under Western Eyes (Modern Library Classics)","Under The Banner of Heaven","Under Western Eyes (Modern Library Classics)","0.31818181818181823","0.31818181818181823","Jon Krakauer","Joseph Conrad","Jon Krakauer","Joseph Conrad","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_4592","Covers_7097","0.8037735849056604",,"Harry Potter and the Cursed Child - Parts One and Two","Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Cursed Child - Parts One and Two","Harry Potter and the Order of the Phoenix (Book 5)","0.5094339622641509","0.5094339622641509","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4592","Covers_7098","0.79375",,"Harry Potter and the Cursed Child - Parts One and Two","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","Harry Potter and the Cursed Child - Parts One and Two","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","0.484375","0.484375","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_2210","Covers_48037","0.0",,"The Master Guide to Drawing Anime","The marriage encounter: As I have loved you","The Master Guide to Drawing Anime","The marriage encounter: As I have loved you","0.2790697674418605","0.0","Christopher Hart","Chuck Gallagher","Christopher Hart","Chuck Gallagher","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_12670","Covers_36456","0.0",,"The Wonderful Things You Will Be Growth Chart","The Woman Who Gave Birth to Rabbits: Stories","The Wonderful Things You Will Be Growth Chart","The Woman Who Gave Birth to Rabbits: Stories","0.24444444444444446","0.0","Emily Winfield Martin","Emma Donoghue","Emily Winfield Martin","Emma Donoghue","0.27692307692307694","0.0"
"LinearCombinationMatchingRule","Amazon_2848","Covers_7435","1.0",,"Mein Kampf","Mein Kampf","Mein Kampf","Mein Kampf","1.0","1.0","Adolf Hitler","Adolf Hitler","Adolf Hitler","Adolf Hitler","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_868","Covers_33038","0.6228571428571429",,"Dorothea's War","Dorothea Lange","Dorothea's War","Dorothea Lange","0.5714285714285714","0.5714285714285714","Dorothea Crewdson","Dorothea Lange","Dorothea Crewdson","Dorothea Lange","0.6571428571428571","0.6571428571428571"
"LinearCombinationMatchingRule","Amazon_12060","Covers_35138","0.12000000000000002",,"The Churchills","The Chocolate Rabbit","The Churchills","The Chocolate Rabbit","0.30000000000000004","0.30000000000000004","Mary S. Lovell","Maria Claret","Mary S. Lovell","Maria Claret","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_9910","Covers_43102","0.14545454545454548",,"The Compleat Meadmaker","The Cost of Living","The Compleat Meadmaker","The Cost of Living","0.36363636363636365","0.36363636363636365","Ken Schramm","Kenneth Radu","Ken Schramm","Kenneth Radu","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","Amazon_7258","Covers_6476","1.0",,"Atlas Shrugged","Atlas Shrugged","Atlas Shrugged","Atlas Shrugged","1.0","1.0","Ayn Rand","Ayn Rand","Ayn Rand","Ayn Rand","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_17512","Covers_35679","0.0",,"The Return Journey","The Relaxation and Stress Reduction Workbook","The Return Journey","The Relaxation and Stress Reduction Workbook","0.25","0.0","Maeve Binchy","Martha, Phd Davis","Maeve Binchy","Martha, Phd Davis","0.18333333333333332","0.0"
"LinearCombinationMatchingRule","Amazon_9963","Covers_38927","0.0",,"The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 1","The Country Dried Flower Companion (Country Companion)","The Complete Guide to Hunting, Butchering, and Cooking Wild Game, Volume 1","The Country Dried Flower Companion (Country Companion)","0.2702702702702703","0.0","Steven Rinella","Stephen Woodhams","Steven Rinella","Stephen Woodhams","0.2571428571428571","0.0"
"LinearCombinationMatchingRule","Amazon_9285","Covers_16681","0.0",,"The Ladybird Book of the Hangover","The Last Stand of the Tin Can Sailors : The Extraordinary World War II Story of the U.S. Navy's Finest Hour","The Ladybird Book of the Hangover","The Last Stand of the Tin Can Sailors : The Extraordinary World War II Story of the U.S. Navy's Finest Hour","0.22429906542056077","0.0","Jason Hazeley","James D. Hornfischer","Jason Hazeley","James D. Hornfischer","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_10474","Covers_21655","0.7365853658536585",,"Sailor Moon: v. 2","Sailor Moon, tome 14 : Le royaume Elusion","Sailor Moon: v. 2","Sailor Moon, tome 14 : Le royaume Elusion","0.3414634146341463","0.3414634146341463","Naoko Takeuchi","Naoko Takeuchi","Naoko Takeuchi","Naoko Takeuchi","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_7007","Covers_14933","0.7739130434782608",,"Nineteen Eighty-Four","Nineteen Eighty-four (Penguin Modern Classics)","Nineteen Eighty-Four","Nineteen Eighty-four (Penguin Modern Classics)","0.4347826086956522","0.4347826086956522","George Orwell","George Orwell","George Orwell","George Orwell","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4554","Covers_7098","0.80625",,"Harry Potter and the Order of the Phoenix","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","Harry Potter and the Order of the Phoenix","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","0.515625","0.515625","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4554","Covers_7097","0.928",,"Harry Potter and the Order of the Phoenix","Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Order of the Phoenix","Harry Potter and the Order of the Phoenix (Book 5)","0.8200000000000001","0.8200000000000001","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_545","Covers_39542","0.29454545454545455",,"Ghost Boy","Ghosts: A Haunting Treasury of 40 Chilling Tales","Ghost Boy","Ghosts: A Haunting Treasury of 40 Chilling Tales","0.14583333333333337","0.0","Martin Pistorius","Marvin Kaye","Martin Pistorius","Marvin Kaye","0.4909090909090909","0.4909090909090909"
"LinearCombinationMatchingRule","Amazon_10781","Covers_32420","0.7333333333333334",,"Asterix: Asterix and the Cauldron","Asterix und Latraviata. (Bd. 31)","Asterix: Asterix and the Cauldron","Asterix und Latraviata. (Bd. 31)","0.33333333333333337","0.33333333333333337","Rene Goscinny","Rene Goscinny","Rene Goscinny","Rene Goscinny","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_6503","Covers_19798","0.36",,"The Complete Guide to High-Fire Glazes","The Constants of Nature : The Numbers That Encode the Deepest Secrets of the Universe (Vintage)","The Complete Guide to High-Fire Glazes","The Constants of Nature : The Numbers That Encode the Deepest Secrets of the Universe (Vintage)","0.25263157894736843","0.0","John Britt","JOHN BARROW","John Britt","JOHN BARROW","0.6","0.6"
"LinearCombinationMatchingRule","Amazon_16784","Covers_3233","0.7411764705882353",,"Personality Plus for Parents","Personality Plus: How to Understand Others by Understanding Yourself","Personality Plus for Parents","Personality Plus: How to Understand Others by Understanding Yourself","0.3529411764705882","0.3529411764705882","Florence Littauer","Florence Littauer","Florence Littauer","Florence Littauer","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_8461","Covers_43582","0.0",,"The Storyteller's Secret","The Stone of Heaven: Unearthing the Secret History of Imperial Green Jade","The Storyteller's Secret","The Stone of Heaven: Unearthing the Secret History of Imperial Green Jade","0.23287671232876717","0.0","Carmine Gallo","Cathy Scott-Clark","Carmine Gallo","Cathy Scott-Clark","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_5128","Covers_30503","0.8526315789473684",,"Charlie and the Great Glass Elevator","Charlie and the Great Glass Elevator (Puffin Story Books)","Charlie and the Great Glass Elevator","Charlie and the Great Glass Elevator (Puffin Story Books)","0.631578947368421","0.631578947368421","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_8041","Covers_36493","0.6",,"The Cat in the Hat","The Care and Feeding of a Grinch (Pictureback)","The Cat in the Hat","The Care and Feeding of a Grinch (Pictureback)","0.28260869565217395","0.0","Bonnie Worth","BONNIE WORTH","Bonnie Worth","BONNIE WORTH","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21522","Covers_27670","0.39555555555555555",,"How to Overcome Fear of Driving","How to Rock Climb! (How to Rock Climb Series)","How to Overcome Fear of Driving","How to Rock Climb! (How to Rock Climb Series)","0.3555555555555555","0.3555555555555555","Joanne Mallon","John Long","Joanne Mallon","John Long","0.4222222222222222","0.4222222222222222"
"LinearCombinationMatchingRule","Amazon_21350","Covers_41272","0.3",,"David Vizard's How to Port & Flow Test Cylinder Heads","David Letterman's New Book of Top Ten Lists and Wedding Dress Patterns for the Husky Bride (David Letterman's Book of Top Ten Lists)","David Vizard's How to Port & Flow Test Cylinder Heads","David Letterman's New Book of Top Ten Lists and Wedding Dress Patterns for the Husky Bride (David Letterman's Book of Top Ten Lists)","0.25","0.0","David Vizard","David Letterman","David Vizard","David Letterman","0.5","0.5"
"LinearCombinationMatchingRule","Amazon_6715","Covers_16888","0.0",,"The Year of Knots","The Yeast Connection Cookbook: A Guide to Good Nutrition and Better Health","The Year of Knots","The Yeast Connection Cookbook: A Guide to Good Nutrition and Better Health","0.18918918918918914","0.0","Windy Chien","William G. Crook","Windy Chien","William G. Crook","0.23636363636363636","0.0"
"LinearCombinationMatchingRule","Amazon_1136","Covers_43216","0.12459016393442623",,"How to Lie with Statistics","How to Whistle Like a Pro (Without Driving Anyone Else Crazy)","How to Lie with Statistics","How to Whistle Like a Pro (Without Driving Anyone Else Crazy)","0.3114754098360656","0.3114754098360656","Darrell Huff","David Harp","Darrell Huff","David Harp","0.26","0.0"
"LinearCombinationMatchingRule","Amazon_21522","Covers_41951","0.22153846153846155",,"How to Overcome Fear of Driving","How to Draw the Human Figure (Watson-Guptill Artist's Library)","How to Overcome Fear of Driving","How to Draw the Human Figure (Watson-Guptill Artist's Library)","0.29032258064516125","0.0","Joanne Mallon","Jose Maria Parramon","Joanne Mallon","Jose Maria Parramon","0.36923076923076925","0.36923076923076925"
"LinearCombinationMatchingRule","Amazon_18328","Covers_1530","0.7405405405405405",,"The Awakening","The Awakening (Dover Thrift Editions)","The Awakening","The Awakening (Dover Thrift Editions)","0.3513513513513513","0.3513513513513513","Kate Chopin","Kate Chopin","Kate Chopin","Kate Chopin","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_22259","Covers_23699","0.0",,"Travels with Charley","Traveler's German Dictionary: English-German/German-English (Cortina Dictionary)","Travels with Charley","Traveler's German Dictionary: English-German/German-English (Cortina Dictionary)","0.19999999999999996","0.0","John Steinbeck","Josefa, M.A. Zotter","John Steinbeck","Josefa, M.A. Zotter","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_21522","Covers_41958","0.12631578947368421",,"How to Overcome Fear of Driving","How to Start, Finance, and Manage Your Own Small Business","How to Overcome Fear of Driving","How to Start, Finance, and Manage Your Own Small Business","0.3157894736842105","0.3157894736842105","Joanne Mallon","Joseph R. Mancuso","Joanne Mallon","Joseph R. Mancuso","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","Amazon_14644","Covers_5498","0.0",,"The Complete Chi's Sweet Home Vol. 2","The Communist Manifesto (Penguin Classics)","The Complete Chi's Sweet Home Vol. 2","The Communist Manifesto (Penguin Classics)","0.2857142857142857","0.0","Kanata Konami","Karl Marx","Kanata Konami","Karl Marx","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","Amazon_8960","Covers_13143","0.17333333333333334",,"The Art and Making of Hannibal","The Art of Mathematics","The Art and Making of Hannibal","The Art of Mathematics","0.43333333333333335","0.43333333333333335","Jesse McLean","Jerry P. King","Jesse McLean","Jerry P. King","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_22189","Covers_49917","0.36977777777777776",,"Lonely Planet Georgia, Armenia & Azerbaijan","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Georgia, Armenia & Azerbaijan","Lonely Planet Ireland (Lonely Planet Ireland)","0.4444444444444444","0.4444444444444444","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_3820","Covers_4222","0.7448275862068965",,"How to Win Friends and Influence People in the Digital Age","How to Develop Self-Confidence And Influence People","How to Win Friends and Influence People in the Digital Age","How to Develop Self-Confidence And Influence People","0.3620689655172413","0.3620689655172413","Dale Carnegie","Dale Carnegie","Dale Carnegie","Dale Carnegie","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_17780","Covers_45796","0.6",,"Good Omens","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","0.14925373134328357","0.0","Neil Gaiman","Neil Gaiman","Neil Gaiman","Neil Gaiman","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_14298","Covers_5536","0.15652173913043477",,"The Complete Chi's Sweet Home Vol. 1","The Collected Stories of Katherine Anne Porter","The Complete Chi's Sweet Home Vol. 1","The Collected Stories of Katherine Anne Porter","0.3913043478260869","0.3913043478260869","Kanata Konami","Katherine Anne Porter","Kanata Konami","Katherine Anne Porter","0.2153846153846154","0.0"
"LinearCombinationMatchingRule","Amazon_18652","Covers_19718","0.176",,"The Man in the White Suit","The Math Wiz","The Man in the White Suit","The Math Wiz","0.43999999999999995","0.43999999999999995","Ben Collins","Betsy Duffey","Ben Collins","Betsy Duffey","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_9456","Covers_14915","0.0",,"The Keto Diet","The Keys of Egypt: The Race to Crack the Hieroglyph Code","The Keto Diet","The Keys of Egypt: The Race to Crack the Hieroglyph Code","0.1964285714285714","0.0","Leanne Vogel","Lesley Adkins","Leanne Vogel","Lesley Adkins","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_4499","Covers_4439","0.7466666666666667",,"Harry Potter and the Philosopher's Stone - Slytherin Edition","Harry Potter Hardcover Box Set (Books 1-4)","Harry Potter and the Philosopher's Stone - Slytherin Edition","Harry Potter Hardcover Box Set (Books 1-4)","0.3666666666666667","0.3666666666666667","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_19899","Covers_8410","0.0",,"The Mindup Curriculum: Grades 6-8","The Millionaire Mind","The Mindup Curriculum: Grades 6-8","The Millionaire Mind","0.2727272727272727","0.0","The Hawn Foundation","Thomas J. Stanley","The Hawn Foundation","Thomas J. Stanley","0.15294117647058825","0.0"
"LinearCombinationMatchingRule","Amazon_9838","Covers_30569","0.0",,"The Complete Low-FODMAP Diet","The Courage to be Rich: Creating a Life of Material and Spiritual Abundance","The Complete Low-FODMAP Diet","The Courage to be Rich: Creating a Life of Material and Spiritual Abundance","0.24","0.0","Sue Shepherd","Suze Orman","Sue Shepherd","Suze Orman","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_13333","Covers_32701","0.3685714285714286",,"A Year In The Merde","A Year to Live : How to Live This Year As If It Were Your Last","A Year In The Merde","A Year to Live : How to Live This Year As If It Were Your Last","0.24193548387096775","0.0","Stephen Clarke","Stephen Levine","Stephen Clarke","Stephen Levine","0.6142857142857143","0.6142857142857143"
"LinearCombinationMatchingRule","Amazon_14355","Covers_5024","0.6",,"The Dog Listener","The Dog Listener: Learn How to Communicate with Your Dog for Willing Cooperation","The Dog Listener","The Dog Listener: Learn How to Communicate with Your Dog for Willing Cooperation","0.19999999999999996","0.0","Jan Fennell","Jan Fennell","Jan Fennell","Jan Fennell","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15698","Covers_14654","0.3991341991341991",,"The Oxford Companion to Beer","The Oxford Book of Science Fiction Stories","The Oxford Companion to Beer","The Oxford Book of Science Fiction Stories","0.45238095238095233","0.45238095238095233","Tom Colicchio","Tom Shippey","Tom Colicchio","Tom Shippey","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","Amazon_13331","Covers_12056","0.6",,"Garfield Fat Cat 3-Pack #18","Garfield Landscape Books: This Is Your Life (Garfield Landscape Books)","Garfield Fat Cat 3-Pack #18","Garfield Landscape Books: This Is Your Life (Garfield Landscape Books)","0.24285714285714288","0.0","Jim Davis","Jim Davis","Jim Davis","Jim Davis","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16632","Covers_30140","0.16842105263157894",,"The Way of Blessing","The Wanton","The Way of Blessing","The Wanton","0.42105263157894735","0.42105263157894735","Roy Godwin","Rosemary Rogers","Roy Godwin","Rosemary Rogers","0.24","0.0"
"LinearCombinationMatchingRule","Amazon_11317","Covers_41528","0.0",,"How to Win Friends and Influence People","How to Solicit Big Gifts","How to Win Friends and Influence People","How to Solicit Big Gifts","0.28205128205128205","0.0","Dale Carnegie","Daniel L. Conrad","Dale Carnegie","Daniel L. Conrad","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","Amazon_9408","Covers_1356","0.0",,"The World of the Happy Pear","The Wounded Heart: Hope for Adult Victims of Childhood Sexual Abuse","The World of the Happy Pear","The Wounded Heart: Hope for Adult Victims of Childhood Sexual Abuse","0.25373134328358204","0.0","David Flynn","Dan B. Allender","David Flynn","Dan B. Allender","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_3577","Covers_5569","1.0",,"How to Win Friends and Influence People","How to Win Friends and Influence People","How to Win Friends and Influence People","How to Win Friends and Influence People","1.0","1.0","Dale Carnegie","Dale Carnegie","Dale Carnegie","Dale Carnegie","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_2649","Covers_12495","0.0",,"Creative Haven Art Nouveau Animal Designs Coloring Book","Creating Your Own Great DVDs and CDs: The Official HP Guide","Creative Haven Art Nouveau Animal Designs Coloring Book","Creating Your Own Great DVDs and CDs: The Official HP Guide","0.27118644067796616","0.0","Marty Noble","Mark L. Chambers","Marty Noble","Mark L. Chambers","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","Amazon_7410","Covers_42603","0.7254545454545454",,"Agatha Raisin: Dishing the Dirt","Agatha Raisin And The Murderous Marriage","Agatha Raisin: Dishing the Dirt","Agatha Raisin And The Murderous Marriage","0.44999999999999996","0.44999999999999996","M. C. Beaton","M.C. Beaton","M. C. Beaton","M.C. Beaton","0.9090909090909091","0.9090909090909091"
"LinearCombinationMatchingRule","Amazon_17614","Covers_47179","0.7473684210526316",,"Mansfield Park","Mansfield Park (Wordsworth Collection)","Mansfield Park","Mansfield Park (Wordsworth Collection)","0.368421052631579","0.368421052631579","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_19912","Covers_37564","0.14857142857142858",,"The Principal","The Principal from the Black Lagoon","The Principal","The Principal from the Black Lagoon","0.37142857142857144","0.37142857142857144","Michael Fullan","Mike Thaler","Michael Fullan","Mike Thaler","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_7371","Covers_27786","0.16666666666666666",,"The Thirst","The Third Day, The Frost","The Thirst","The Third Day, The Frost","0.41666666666666663","0.41666666666666663","Jo Nesbo","John Marsden","Jo Nesbo","John Marsden","0.3","0.0"
"LinearCombinationMatchingRule","Amazon_14506","Covers_6114","1.0",,"Birds, Beasts, and Relatives","Birds, Beasts, and Relatives","Birds, Beasts, and Relatives","Birds, Beasts, and Relatives","1.0","1.0","Gerald Durrell","Gerald Durrell","Gerald Durrell","Gerald Durrell","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4619","Covers_36826","0.6477777777777778",,"The Butterfly Lion","The Burning Plain","The Butterfly Lion","The Burning Plain","0.4444444444444444","0.4444444444444444","Michael Morpurgo","Michael Nava","Michael Morpurgo","Michael Nava","0.7833333333333333","0.7833333333333333"
"LinearCombinationMatchingRule","Amazon_10575","Covers_25721","0.0",,"The Walking Dead Volume 11: Fear The Hunters","The Water Baby (Greatest Texas Love Stories of All Time, 19)","The Walking Dead Volume 11: Fear The Hunters","The Water Baby (Greatest Texas Love Stories of All Time, 19)","0.2666666666666667","0.0","Robert Kirkman","Roz Denny Fox","Robert Kirkman","Roz Denny Fox","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_2691","Covers_1315","0.7395348837209302",,"Angels in America: Parts One & Two","Angels in America: A Gay Fantasia on National Themes : Perestroika (Angels in America)","Angels in America: Parts One & Two","Angels in America: A Gay Fantasia on National Themes : Perestroika (Angels in America)","0.34883720930232553","0.34883720930232553","Tony Kushner","Tony Kushner","Tony Kushner","Tony Kushner","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_18121","Covers_2821","0.18461538461538463",,"The Great Hunt","The Great Book of Amber: The Complete Amber Chronicles, 1-10 (Chronicles of Amber)","The Great Hunt","The Great Book of Amber: The Complete Amber Chronicles, 1-10 (Chronicles of Amber)","0.14634146341463417","0.0","Robert Jordan","Roger Zelazny","Robert Jordan","Roger Zelazny","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","Amazon_505","Covers_15164","0.0",,"The Nervous System Anatomical Chart","The New Life","The Nervous System Anatomical Chart","The New Life","0.22857142857142854","0.0","Anatomical Chart Company","Andrew Murray","Anatomical Chart Company","Andrew Murray","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_20995","Covers_10427","0.1382716049382716",,"The Tomorrow Series: The Dead of the Night","The Torah for Family Reading: The Five Books of Moses, the Prophets, the Writings","The Tomorrow Series: The Dead of the Night","The Torah for Family Reading: The Five Books of Moses, the Prophets, the Writings","0.345679012345679","0.345679012345679","John Marsden","Joseph Gaer","John Marsden","Joseph Gaer","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_21657","Covers_25772","0.12999999999999998",,"The Complete Book of Classic Volkswagens","The Compleat Cat","The Complete Book of Classic Volkswagens","The Compleat Cat","0.32499999999999996","0.32499999999999996","John Gunnell","Joseph R. Spies","John Gunnell","Joseph R. Spies","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_22367","Covers_49917","0.36977777777777776",,"Lonely Planet Pocket San Francisco","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Pocket San Francisco","Lonely Planet Ireland (Lonely Planet Ireland)","0.4444444444444444","0.4444444444444444","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_4491","Covers_3357","0.6",,"Harry Potter and the Prisoner of Azkaban","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","Harry Potter and the Prisoner of Azkaban","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","0.2543859649122807","0.0","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_13774","Covers_11268","0.19047619047619047",,"The Linestrider Tarot","The Lies of Saints","The Linestrider Tarot","The Lies of Saints","0.47619047619047616","0.47619047619047616","Siolo Thompson","Sigmund Brouwer","Siolo Thompson","Sigmund Brouwer","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_16855","Covers_36053","0.39999999999999997",,"Frankenstein","FRANKENSTEIN (B&amp;N Classics Mass Market)","Frankenstein","FRANKENSTEIN (B&amp;N Classics Mass Market)","0.2790697674418605","0.0","Mary Shelley","Mary Wollstonecraft Shelley","Mary Shelley","Mary Wollstonecraft Shelley","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_21168","Covers_1767","0.7463636363636363",,"Harry Potter and the Sorcerer's Stone","Harry Potter and the Prisoner of Azkaban (Harry Potter)","Harry Potter and the Sorcerer's Stone","Harry Potter and the Prisoner of Azkaban (Harry Potter)","0.49090909090909096","0.49090909090909096","J. K. Rowling","J.K. Rowling","J. K. Rowling","J.K. Rowling","0.9166666666666666","0.9166666666666666"
"LinearCombinationMatchingRule","Amazon_16651","Covers_8354","0.4093333333333334",,"The Law of Divine Compensation","The Last Don","The Law of Divine Compensation","The Last Don","0.33333333333333337","0.33333333333333337","Marianne Williamson","MARIO PUZO","Marianne Williamson","MARIO PUZO","0.46","0.46"
"LinearCombinationMatchingRule","Amazon_962","Covers_44816","0.0",,"The Depression Cure","The Devil Met a Lady (The Toby Peters Mysteries)","The Depression Cure","The Devil Met a Lady (The Toby Peters Mysteries)","0.22916666666666663","0.0","Stephen S. Ilardi","Stuart M. Kaminsky","Stephen S. Ilardi","Stuart M. Kaminsky","0.15294117647058825","0.0"
"LinearCombinationMatchingRule","Amazon_20652","Covers_48510","0.36923076923076925",,"Why The Allies Won","Why They Kill: The Discoveries of a Maverick Criminologist","Why The Allies Won","Why They Kill: The Discoveries of a Maverick Criminologist","0.2586206896551724","0.0","Richard Overy","Richard Rhodes","Richard Overy","Richard Rhodes","0.6153846153846154","0.6153846153846154"
"LinearCombinationMatchingRule","Amazon_6236","Covers_21726","0.0",,"Making Handmade Books","Making Choices: The Joy of a Courageous Life","Making Handmade Books","Making Choices: The Joy of a Courageous Life","0.2954545454545454","0.0","Alisa Golden","Alexandra Stoddard","Alisa Golden","Alexandra Stoddard","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_7304","Covers_22791","0.0",,"One Good Turn","One Good Man (Silhouette Intimate Moments, No 639)","One Good Turn","One Good Man (Silhouette Intimate Moments, No 639)","0.21999999999999997","0.0","Kate Atkinson","Kathleen Creighton","Kate Atkinson","Kathleen Creighton","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","Amazon_13763","Covers_34219","0.4606060606060606",,"The Book of Awakening","The Borrowers aloft (A Voyager book, AVB 83)","The Book of Awakening","The Borrowers aloft (A Voyager book, AVB 83)","0.31818181818181823","0.31818181818181823","Mark Nepo","Mary Norton","Mark Nepo","Mary Norton","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","Amazon_20243","Covers_23944","0.7586206896551724",,"Heart of Darkness Thrift Study","Heart of Darkness (Case Studies in Contemporary Criticism)","Heart of Darkness Thrift Study","Heart of Darkness (Case Studies in Contemporary Criticism)","0.39655172413793105","0.39655172413793105","Joseph Conrad","Joseph Conrad","Joseph Conrad","Joseph Conrad","1.0","1.0"
